id,user,uid,version,changeset,timestamp
16489067,bot-mode,451693,2,15793182,2013-04-20T06:32:11Z
16489071,-Schwarz-,7093338,7,61016227,2018-07-24T10:01:56Z
16489072,bot-mode,451693,2,15793182,2013-04-20T06:32:12Z
16489073,maxerickson,360392,3,40555669,2016-07-07T20:48:23Z
16489077,bot-mode,451693,2,15793182,2013-04-20T06:32:12Z
16489079,bot-mode,451693,2,15793182,2013-04-20T06:32:12Z
16489080,ingalls,305985,3,20603622,2014-02-16T20:24:53Z
16489081,ingalls,305985,3,20603622,2014-02-16T20:24:50Z
16489083,ingalls,305985,3,20624390,2014-02-17T21:06:54Z
16489087,bot-mode,451693,2,15793182,2013-04-20T06:32:13Z
16489089,bot-mode,451693,2,15793182,2013-04-20T06:32:13Z
16489092,ethylisocyanat,5030592,3,47774651,2017-04-14T09:50:27Z
16489097,nikh1ll,2835928,4,53168039,2017-10-23T06:00:44Z
16489099,bot-mode,451693,2,14394151,2012-12-24T19:12:54Z
16489110,bdiscoe,402624,3,36646351,2016-01-18T01:14:57Z
16489112,MrNyanUniverse,7122319,4,57856440,2018-04-06T07:22:22Z
16489116,Dion Dock,97431,6,63853047,2018-10-25T04:01:17Z
16489129,ingalls,305985,3,20624390,2014-02-17T21:06:52Z
16489131,DaveHansenTiger,7168,1,306903,2007-12-15T06:38:15Z
16489132,bot-mode,451693,2,15793182,2013-04-20T06:32:17Z
16489139,bdiscoe,402624,3,36646351,2016-01-18T01:14:54Z
16489140,bot-mode,451693,2,15793182,2013-04-20T06:32:18Z
16489142,bot-mode,451693,2,15793182,2013-04-20T06:32:19Z
16489144,bot-mode,451693,2,15793182,2013-04-20T06:32:19Z
16489145,bot-mode,451693,2,15793182,2013-04-20T06:32:19Z
16489148,bot-mode,451693,2,15793182,2013-04-20T06:32:20Z
16489150,bot-mode,451693,2,15793182,2013-04-20T06:32:20Z
16489152,bot-mode,451693,2,15793182,2013-04-20T06:32:20Z
16489154,DaveHansenTiger,7168,1,306903,2007-12-15T06:38:24Z
16489167,fredjunod,84054,3,21925568,2014-04-25T08:23:35Z
16489171,bot-mode,451693,2,15793182,2013-04-20T06:32:23Z
16489179,ingalls,305985,3,20624249,2014-02-17T21:00:53Z
16489181,ingalls,305985,3,20624249,2014-02-17T21:00:54Z
16489184,bot-mode,451693,2,15793182,2013-04-20T06:32:24Z
16489190,bot-mode,451693,2,15793182,2013-04-20T06:32:25Z
16489192,bot-mode,451693,2,15793182,2013-04-20T06:32:26Z
16489199,MrNyanUniverse,7122319,3,54971109,2017-12-28T01:15:28Z
16489204,bot-mode,451693,2,15793182,2013-04-20T06:32:27Z
16489216,bot-mode,451693,2,14394151,2012-12-24T19:12:55Z
16489224,MrNyanUniverse,7122319,3,57759137,2018-04-03T04:52:21Z
16489225,bot-mode,451693,2,15793182,2013-04-20T06:32:34Z
16489228,bot-mode,451693,2,15793182,2013-04-20T06:32:35Z
16489232,nerdyjohnny,6613231,4,51797931,2017-09-07T04:22:30Z
16489237,MrNyanUniverse,7122319,3,57995935,2018-04-11T08:30:50Z
16489256,bot-mode,451693,2,15793182,2013-04-20T06:32:39Z
16489263,bot-mode,451693,2,15793182,2013-04-20T06:32:40Z
16489266,Chris Lawrence,36121,5,53017115,2017-10-17T16:50:25Z
16489267,bot-mode,451693,2,15793182,2013-04-20T06:32:40Z
16489274,bot-mode,451693,2,14394151,2012-12-24T19:12:55Z
16489276,MrNyanUniverse,7122319,3,56342910,2018-02-14T05:44:39Z
16489280,ingalls,305985,3,20603622,2014-02-16T20:25:00Z
16489281,ingalls,305985,3,20603622,2014-02-16T20:24:59Z
16489282,ingalls,305985,3,20603622,2014-02-16T20:24:59Z
16489284,ingalls,305985,3,20603473,2014-02-16T20:17:10Z
16489302,maxerickson,360392,3,40444451,2016-07-02T17:10:38Z
16489307,bot-mode,451693,2,14394151,2012-12-24T19:12:56Z
16489309,bot-mode,451693,2,15793182,2013-04-20T06:32:48Z
16489311,Dion Dock,97431,3,63853629,2018-10-25T04:40:14Z
16489312,MrNyanUniverse,7122319,4,57881462,2018-04-07T01:27:52Z
16489317,MrNyanUniverse,7122319,3,57759137,2018-04-03T04:52:24Z
16489320,maxerickson,360392,4,41099562,2016-07-29T04:29:04Z
16489321,bot-mode,451693,2,15793182,2013-04-20T06:32:50Z
16489337,MrNyanUniverse,7122319,3,55920160,2018-01-31T06:38:39Z
16489340,MrNyanUniverse,7122319,4,55762099,2018-01-26T06:57:49Z
16489343,Dion Dock,97431,4,63939626,2018-10-28T00:11:36Z
16489346,bot-mode,451693,2,15793182,2013-04-20T06:32:52Z
16489350,bot-mode,451693,2,15793182,2013-04-20T06:32:53Z
16489362,bot-mode,451693,2,15793182,2013-04-20T06:32:54Z
16489364,bot-mode,451693,2,14465672,2012-12-30T15:59:00Z
16489369,bot-mode,451693,2,15793182,2013-04-20T06:32:59Z
16489382,bot-mode,451693,2,15793182,2013-04-20T06:33:01Z
16489391,bot-mode,451693,2,15793182,2013-04-20T06:33:02Z
16489393,bot-mode,451693,2,14394151,2012-12-24T19:12:56Z
16489400,bot-mode,451693,2,15793182,2013-04-20T06:33:04Z
16489402,MrNyanUniverse,7122319,4,57725543,2018-04-02T00:46:38Z
16489406,bot-mode,451693,2,15793182,2013-04-20T06:33:06Z
16489419,jacobbraeutigam,1260280,3,32100804,2015-06-20T16:59:53Z
16489420,bot-mode,451693,2,14394151,2012-12-24T19:12:57Z
16489455,bot-mode,451693,2,14394151,2012-12-24T19:12:57Z
16489457,ingalls,305985,3,20624097,2014-02-17T20:54:29Z
16489462,MrNyanUniverse,7122319,3,58103372,2018-04-15T06:41:55Z
16489466,ediyes,1240849,3,19900586,2014-01-09T14:23:03Z
16489470,MrNyanUniverse,7122319,4,55918912,2018-01-31T05:19:06Z
16489482,ingalls,305985,3,20623384,2014-02-17T20:26:19Z
16489483,ingalls,305985,3,20623384,2014-02-17T20:26:19Z
16489485,ingalls,305985,3,20623384,2014-02-17T20:26:19Z
16489487,ingalls,305985,3,20624249,2014-02-17T21:00:44Z
16489499,bot-mode,451693,2,15793182,2013-04-20T06:33:19Z
16489501,bot-mode,451693,2,15793182,2013-04-20T06:33:20Z
16489504,MrNyanUniverse,7122319,3,56430334,2018-02-17T02:36:55Z
16489523,ingalls,305985,3,20623384,2014-02-17T20:26:00Z
16489527,MrNyanUniverse,7122319,3,56311700,2018-02-13T03:53:32Z
16489528,bot-mode,451693,2,14394151,2012-12-24T19:12:58Z
16489532,ingalls,305985,3,20624249,2014-02-17T21:00:54Z
16489537,ingalls,305985,3,20624249,2014-02-17T21:00:54Z
16489542,bot-mode,451693,2,15793182,2013-04-20T06:33:29Z
16489547,bot-mode,451693,2,15793182,2013-04-20T06:33:30Z
16489548,bot-mode,451693,2,15793182,2013-04-20T06:33:30Z
16489549,bot-mode,451693,2,15793182,2013-04-20T06:33:30Z
16489554,bot-mode,451693,2,15793182,2013-04-20T06:33:31Z
16489559,bot-mode,451693,2,15793182,2013-04-20T06:33:32Z
16489570,bot-mode,451693,2,15793182,2013-04-20T06:33:33Z
16489582,bot-mode,451693,2,14394151,2012-12-24T19:12:58Z
16489598,MrNyanUniverse,7122319,5,54450449,2017-12-08T06:31:57Z
16489600,bot-mode,451693,2,15793182,2013-04-20T06:33:37Z
16489601,bot-mode,451693,2,15793182,2013-04-20T06:33:37Z
16489605,ingalls,305985,3,20623384,2014-02-17T20:26:18Z
16489638,bot-mode,451693,2,15793182,2013-04-20T06:33:41Z
16489641,DaveHansenTiger,7168,1,306903,2007-12-15T06:42:31Z
16489644,MrNyanUniverse,7122319,2,54971109,2017-12-28T01:15:39Z
16489662,MrNyanUniverse,7122319,6,58597660,2018-05-01T22:04:10Z
16489666,ingalls,305985,3,20624249,2014-02-17T21:00:43Z
16489668,bot-mode,451693,2,15793182,2013-04-20T06:33:44Z
16489673,MrNyanUniverse,7122319,4,57886085,2018-04-07T08:51:09Z
16489677,bot-mode,451693,2,14465672,2012-12-30T15:59:01Z
16489680,MrNyanUniverse,7122319,4,57881462,2018-04-07T01:27:52Z
16489682,bot-mode,451693,2,14394151,2012-12-24T19:12:59Z
16489684,bot-mode,451693,2,15793182,2013-04-20T06:33:51Z
16489685,bot-mode,451693,2,15793182,2013-04-20T06:33:51Z
16489686,bot-mode,451693,2,15793182,2013-04-20T06:33:51Z
16489687,bot-mode,451693,2,15793182,2013-04-20T06:33:51Z
16489689,Dion Dock,97431,5,63853047,2018-10-25T04:01:18Z
16489690,bot-mode,451693,2,14394151,2012-12-24T19:13:00Z
16489692,ingalls,305985,3,20624249,2014-02-17T21:00:39Z
16489695,fredjunod,84054,3,21924856,2014-04-25T07:45:36Z
16489696,bot-mode,451693,2,15793182,2013-04-20T06:33:53Z
16489698,bot-mode,451693,2,15793182,2013-04-20T06:33:53Z
16489706,ingalls,305985,3,20603473,2014-02-16T20:17:12Z
16489714,ingalls,305985,3,20604409,2014-02-16T21:09:35Z
16489716,NayanataraM,2053369,3,23112788,2014-06-23T23:26:19Z
16489721,MrNyanUniverse,7122319,3,54971109,2017-12-28T01:15:36Z
16489730,bot-mode,451693,2,15793182,2013-04-20T06:33:57Z
16489738,bot-mode,451693,2,15793182,2013-04-20T06:33:58Z
16489741,bot-mode,451693,2,14394151,2012-12-24T19:13:00Z
16489744,bot-mode,451693,2,15793182,2013-04-20T06:33:59Z
16489748,Dion Dock,97431,4,63853629,2018-10-25T04:40:16Z
16489753,bot-mode,451693,2,15793182,2013-04-20T06:33:59Z
16489754,bot-mode,451693,2,15793182,2013-04-20T06:33:59Z
16489755,ingalls,305985,3,20624249,2014-02-17T21:00:55Z
16489758,bot-mode,451693,2,14394151,2012-12-24T19:13:00Z
16489759,bot-mode,451693,2,14465672,2012-12-30T15:59:02Z
16489765,boopington,8649216,11,67505644,2019-02-23T23:24:32Z
16489769,ingalls,305985,3,20623384,2014-02-17T20:26:14Z
16489772,ingalls,305985,3,20623051,2014-02-17T20:11:16Z
16489778,bot-mode,451693,2,15793182,2013-04-20T06:34:02Z
16489779,ingalls,305985,3,20624249,2014-02-17T21:00:50Z
16489780,bot-mode,451693,2,15793182,2013-04-20T06:34:03Z
16489785,ediyes,1240849,7,19900586,2014-01-09T14:23:02Z
16489787,MrNyanUniverse,7122319,3,57759976,2018-04-03T06:00:48Z
16489789,MrNyanUniverse,7122319,3,55090599,2018-01-02T03:09:24Z
16489790,fredjunod,84054,3,21924856,2014-04-25T07:45:32Z
16489793,ingalls,305985,3,20623051,2014-02-17T20:11:14Z
16489796,Dion Dock,97431,7,63939626,2018-10-28T00:11:38Z
16489798,Polyglot,15188,10,57976724,2018-04-10T16:20:22Z
16489799,RoadGeek_MD99,475877,3,28233370,2015-01-18T15:33:48Z
16489803,bot-mode,451693,2,15793182,2013-04-20T06:34:05Z
16489808,bot-mode,451693,2,14394151,2012-12-24T19:13:01Z
16489817,bot-mode,451693,2,15793182,2013-04-20T06:34:07Z
16489821,MrNyanUniverse,7122319,4,54971109,2017-12-28T01:15:30Z
16489829,njtbusfan,8107451,5,63436533,2018-10-11T23:29:29Z
16489838,MrNyanUniverse,7122319,3,57371977,2018-03-21T04:08:38Z
16489840,fredjunod,84054,3,21924856,2014-04-25T07:45:39Z
16489842,bot-mode,451693,2,15793182,2013-04-20T06:34:08Z
16489853,bot-mode,451693,2,15793182,2013-04-20T06:34:11Z
16489856,ingalls,305985,3,20624693,2014-02-17T21:20:27Z
16489857,bot-mode,451693,2,15793182,2013-04-20T06:34:12Z
16489879,DaveHansenTiger,7168,1,306903,2007-12-15T06:44:43Z
16489883,ingalls,305985,3,20624693,2014-02-17T21:20:24Z
16489893,bot-mode,451693,2,14394151,2012-12-24T19:13:02Z
16489907,bot-mode,451693,2,15793182,2013-04-20T06:34:22Z
16489908,Dion Dock,97431,3,63816908,2018-10-24T04:24:03Z
16489910,bot-mode,451693,2,15793182,2013-04-20T06:34:22Z
16489911,bot-mode,451693,2,15793182,2013-04-20T06:34:23Z
16489913,bot-mode,451693,2,15793182,2013-04-20T06:34:23Z
16489914,bot-mode,451693,2,14394151,2012-12-24T19:13:02Z
16489930,MrNyanUniverse,7122319,3,57995935,2018-04-11T08:30:50Z
16489935,bot-mode,451693,2,15793182,2013-04-20T06:34:28Z
16489938,KaleenaSawyer,1739369,9,35088080,2015-11-04T20:50:22Z
16489942,michalg0x5a,11547,3,25575356,2014-09-21T09:37:25Z
16489967,MrNyanUniverse,7122319,4,54447039,2017-12-08T01:41:45Z
16490001,marthaleena,5659851,9,61248339,2018-08-01T04:49:57Z
16490002,ingalls,305985,3,20624249,2014-02-17T21:00:47Z
16490004,ingalls,305985,3,20624249,2014-02-17T21:00:49Z
16490008,MrNyanUniverse,7122319,3,61765577,2018-08-18T09:23:05Z
16490011,bot-mode,451693,2,14394151,2012-12-24T19:13:04Z
16490012,bot-mode,451693,2,15793182,2013-04-20T06:34:36Z
16490013,MrNyanUniverse,7122319,4,58667268,2018-05-04T05:07:23Z
16490015,MrNyanUniverse,7122319,3,55924805,2018-01-31T09:09:25Z
16490018,ingalls,305985,3,20623384,2014-02-17T20:26:12Z
16490019,bot-mode,451693,2,14394151,2012-12-24T19:13:04Z
16490021,fredjunod,84054,3,21925166,2014-04-25T08:03:40Z
16490027,Dion Dock,97431,4,63816908,2018-10-24T04:24:04Z
16490036,bot-mode,451693,2,14394151,2012-12-24T19:13:04Z
16490050,ingalls,305985,3,20603622,2014-02-16T20:24:56Z
16490053,ingalls,305985,3,20624390,2014-02-17T21:07:00Z
16490055,MrNyanUniverse,7122319,3,57728812,2018-04-02T05:26:59Z
16490057,bot-mode,451693,2,15793182,2013-04-20T06:34:47Z
16490059,bdiscoe,402624,3,36351746,2016-01-04T04:00:37Z
16490075,MrNyanUniverse,7122319,4,55762099,2018-01-26T06:57:50Z
16490076,bot-mode,451693,2,15793182,2013-04-20T06:34:50Z
16490078,bot-mode,451693,2,15793182,2013-04-20T06:34:50Z
16490086,bot-mode,451693,2,15793182,2013-04-20T06:34:52Z
16490087,fredjunod,84054,3,21924856,2014-04-25T07:45:38Z
16490091,bot-mode,451693,2,15793182,2013-04-20T06:34:53Z
16490092,bot-mode,451693,2,15793182,2013-04-20T06:34:53Z
16490093,DaveHansenTiger,7168,1,306903,2007-12-15T06:47:06Z
16490096,bot-mode,451693,2,15793182,2013-04-20T06:34:53Z
16490097,ingalls,305985,3,20623051,2014-02-17T20:11:17Z
16490099,bot-mode,451693,2,14394151,2012-12-24T19:13:05Z
16490101,bot-mode,451693,2,14394151,2012-12-24T19:13:05Z
16490102,ingalls,305985,3,20623384,2014-02-17T20:26:18Z
16490104,bot-mode,451693,2,15793182,2013-04-20T06:34:54Z
16490105,MrNyanUniverse,7122319,3,56347366,2018-02-14T09:20:24Z
